#      face_x        face_y        face_z           CO2
     0.748539      0.857538      0.756497       288.234
     0.557814      0.747833      0.853327       309.594
     0.257991       0.96662      0.855041       278.158
     0.257794       0.96429      0.903364       308.805
     0.612926       1.00811      0.954911       299.598
     0.312852       1.05816        1.0564       294.718
     0.313318      0.859674       1.15537        288.37
     0.311458       1.05658       1.20625       302.426
     0.557745       0.89419       0.75114       309.327
     0.251533      0.842823      0.793507       294.544
     0.550632      0.844108      0.793936       304.956
     0.742187      0.851435      0.754611       297.054
     0.551473      0.893068      0.757303       295.769
     0.257843       0.95084       0.79388       310.461
     0.251533      0.957177      0.793507       294.237
     0.442011       1.09369      0.804892        279.11
     0.257841      0.750643      0.845653       310.583
         0.85      0.743755       0.84373       312.848
      0.25152      0.757168      0.845171       294.575
     0.387032      0.757376      0.845008       292.171
     0.742189      0.813446      0.804762        298.95
     0.742168      0.886074      0.841342       303.971
      0.25152       1.04283      0.845171       294.285
     0.387025      0.695481      0.857748       293.775
     0.551509      0.742262      0.855498       292.767
     0.257991       0.83338      0.855041       278.363
     0.850606      0.844184      0.892693       294.735
     0.442181      0.937768       0.89121       316.608
     0.912805      0.943511      0.857973        288.16
     0.913038       1.14399       0.89569       289.996
     0.387023      0.644593      0.944683       290.068
     0.556871      0.699653      0.945171       306.745
     0.687042      0.694287      0.945339       289.521
     0.550766       0.70684      0.943642       297.876
     0.387144       0.75756      0.905371       289.817
     0.557779      0.794387      0.952241       311.943
     0.257794       0.83571      0.903364        308.88
     0.851527      0.844176      0.903931       286.693
     0.910977       1.14409      0.943675       301.363
     0.911692       1.15509      0.943849       295.997
     0.386903      0.654712      0.993903       291.511
     0.688563      0.656299      0.994548       298.371
     0.551473      0.744246      0.993007       296.428
     0.689601      0.706093      0.956533       307.431
     0.857767      0.740785       1.00021       310.755
     0.551516       0.79322      0.958079       297.442
     0.687072      0.693273        1.0423       290.447
     0.851544      0.741663       1.00668       297.708
     0.611332       1.14507       1.04367       297.584
     0.611317        1.1553       1.04358       299.084
     0.687085      0.657312       1.09436       289.228
     0.495292      0.751244       1.05703       310.972
     0.386886      0.796112       1.05931       297.314
     0.912882       1.09175        1.0922        298.42
     0.611731       1.14388       1.09284       301.835
     0.912894       1.14246       1.05465       298.481
     0.686519      0.743018       1.14523       288.006
     0.689295      0.806348       1.14399       309.572
     0.495328      0.950399        1.1065       312.215
     0.612945      0.944867       1.14287       296.039
     0.310628       1.09398       1.10627       311.088
     0.612617       1.14314       1.10383       302.483
     0.688924      0.743857       1.15656       308.041
     0.795272      0.891955       1.16268       315.016
     0.804728      0.891955       1.16268       312.341
     0.311411      0.992369        1.1939        303.23
     0.311756       1.05676       1.19506       297.679
     0.312502      0.894726       1.20545        298.67
     0.795214      0.863849       1.24574        308.36
     0.804786      0.863849       1.24574       305.204
     0.313066      0.945485       1.24198       295.378
     0.795272      0.935403       1.20719       310.839
     0.804728      0.935403       1.20719       308.786
     0.311597      0.957384       1.24295       303.765
     0.266289      0.916437       0.76047        313.78
         0.75      0.968454       0.75598       294.686
     0.748267      0.968768      0.766286       275.587
     0.748463       1.01788       0.75756       286.676
     0.749356       1.00581      0.768134       293.036
     0.748562      0.819898      0.806476       289.326
      0.91875       1.00324      0.815161       282.634
     0.912967       1.00533      0.819908       287.116
     0.566202       0.74779      0.853612       308.334
     0.266189      0.966621      0.855045       277.399
     0.257861      0.763981      0.917751       307.653
     0.374667      0.757497      0.905367       298.416
     0.566241      0.760954      0.916255       309.361
     0.374928      0.807347      0.917673       289.037
     0.266201       0.96437      0.903532       307.704
      0.91875       1.01894      0.893224        247.84
      0.67188      0.705903      0.956575       310.319
     0.612941        1.0586      0.966908       296.843
         0.45       1.01863       1.00653       307.397
     0.804767       1.05631       1.02612       314.706
      0.31875       1.10848       1.01627       279.235
     0.312817       1.10405       1.01797       292.673
     0.449391       1.10475       1.01903       300.408
     0.617247       1.11711      0.997424       284.028
     0.910705       1.11886       1.00633       308.137
     0.374779      0.805665       1.11755       296.865
     0.672711      0.856324       1.11909       305.549
     0.809835      0.867726       1.11818       285.187
      0.31875      0.910704       1.11883        279.99
     0.312877      0.904916       1.11853       293.256
     0.610629      0.968756       1.10635       308.713
     0.804742       1.02469       1.10678       306.292
      0.91875       1.01967       1.10631       252.677
     0.913654       1.01959       1.10289       285.436
      0.31875       1.07766       1.11786       283.775
      0.61875       1.14844       1.10274       296.996
     0.671711      0.818751       1.16879       309.551
     0.804764       1.02617       1.17037       308.101
      0.31875       1.07682       1.16841       273.395
     0.674715      0.768605       1.20505       292.389
     0.505086      0.924693       1.21678       302.289
         0.81      0.918227       1.21834       296.494
     0.313691       1.05609       1.21647       285.174
     0.557801      0.783913      0.752575       311.709
     0.566195      0.783994      0.752597       308.305
     0.566207      0.894207      0.751151       308.585
     0.551481      0.732366      0.793432       295.725
     0.557769      0.726582      0.791968       311.161
     0.566169      0.726614      0.791879       308.558
     0.551562      0.782512      0.757904        295.13
         0.55      0.781558      0.768802       305.184
     0.550776      0.781011      0.780521       295.195
      0.55697      0.781685      0.787587       316.101
     0.551485      0.832127      0.792677       295.714
     0.733835      0.851465      0.754593        301.34
     0.250807       0.88138      0.754792       293.956
     0.266289      0.883563       0.76047       313.885
     0.550634      0.880991      0.756089       304.335
     0.266168       0.95085       0.79395       308.186
     0.433831      0.930896      0.788128       308.757
         0.25      0.968881      0.793725       308.936
     0.433817        1.0937      0.804893       278.897
      0.38125      0.696646      0.852673       302.911
      0.26619      0.750732      0.845453       308.365
     0.374796      0.757272       0.84501       297.028
     0.733827      0.813461      0.804824       303.925
     0.550633      0.894199      0.831575       304.012
     0.551476      0.882108       0.83067       296.227
     0.557733      0.881345      0.837302       309.985
     0.733799      0.886057      0.841401       303.964
      0.91875      0.942288      0.853012       267.808
     0.442194       1.03322      0.835486        304.74
     0.910454       1.00645      0.831373       303.668
     0.374805      0.695363      0.857743       301.112
         0.55      0.693964      0.881234       302.899
     0.551728      0.682369      0.891976       287.161
     0.550699      0.682653      0.879818        288.19
     0.557933      0.676311      0.890631       285.261
     0.566229      0.676524      0.890794       285.901
         0.85      0.682208      0.868984       303.773
     0.851715      0.733348      0.866122       290.852
     0.742175      0.801453      0.876985       317.006
     0.733746       0.80174      0.877534       314.232
      0.85174       0.79496      0.867234       290.346
     0.251744      0.828444      0.854821       289.361
     0.266189      0.833379      0.855045       277.558
     0.374822      0.830192      0.869242       295.929
     0.371728      0.818694      0.893791       308.616
         0.39      0.818751      0.893748       312.171
      0.55784      0.901975      0.883202       303.774
     0.566177       0.90199      0.883251       300.739
     0.733625      0.862705      0.883616       312.962
         0.85      0.856768      0.881343        303.34
     0.433794      0.937756      0.891247       315.988
         0.55      0.943675      0.868588       307.356
     0.551572      0.907561      0.881722       283.671
         0.55      0.918984      0.881632       300.614
         0.25      0.981658      0.855477       308.418
     0.910401      0.956387      0.881138       307.327
      0.61875       1.01624      0.890732       298.616
     0.612974       1.01723      0.895482       299.037
     0.913659       1.01825      0.890052       279.131
     0.617267       1.08262       0.90245       284.296
     0.913662       1.08124      0.890225       280.987
     0.374857      0.644642      0.944518       298.414
     0.851544       0.64522      0.917372       294.446
     0.866185      0.639723      0.918395       307.652
      0.56636      0.699715      0.945326       307.214
     0.674872      0.694123      0.945384       296.764
     0.566186      0.794434       0.95227       311.303
      0.68125      0.766523      0.927117       280.844
     0.675931      0.767807       0.93172       286.218
     0.251515      0.829974      0.905367       294.902
     0.266201       0.83563      0.903532       307.743
     0.386973      0.807459       0.91769       289.647
         0.25      0.981444      0.906302       308.311
     0.251552       1.02995      0.917143       293.583
     0.257861       1.03602      0.917751       307.937
     0.611295       1.08134      0.907394       299.663
         0.61       1.06875      0.943743       314.568
     0.618745       1.14179      0.928525       283.319
     0.613125         1.143      0.933438       287.255
     0.911666       1.13179       0.90566        296.85
     0.913184       1.13441      0.943571       284.853
      0.68125      0.652152      0.983822       293.503
      0.37494      0.654653      0.993763       296.015
      0.67368      0.655327      0.995096       302.998
     0.674887      0.656666        0.9828       301.664
     0.687424      0.657252      0.983142       293.179
     0.673648      0.732269      0.992442        302.79
     0.688563      0.731223      0.993061       299.507
     0.866198       0.74084       1.00023       306.436
         0.55      0.781346       0.96914       313.225
     0.672892      0.781278      0.968441       309.658
      0.67598      0.781762      0.980177       286.232
     0.311144       1.04289      0.981382       306.537
     0.433826       1.01619      0.990528       312.259
         0.61       1.13125      0.956257       310.194
     0.611296       1.11861      0.992566       298.128
     0.917268       1.11647      0.990977       284.947
     0.911657       1.11895      0.995042        295.81
      0.38125      0.691788       1.03045       255.147
     0.376165      0.690509       1.03371       284.819
     0.386875      0.691784       1.03434       292.844
      0.67188      0.681565       1.03098       311.931
     0.674826      0.693421       1.04225       297.952
     0.674805      0.731008       1.00514       304.073
      0.68747      0.730344       1.00479       294.652
      0.68125      0.735512       1.00434       290.392
     0.850586      0.729812       1.00666       302.075
      0.38125      0.796379       1.05519       256.632
     0.851577      0.782533       1.02051       299.212
         0.85      0.781529       1.03148       313.284
     0.857817      0.784192       1.01523       319.232
     0.310394        1.0317       1.00628       311.732
     0.795233       1.05631       1.02612       316.383
     0.910405       1.06887       1.04378       311.595
      0.68125      0.651884       1.09491       289.299
     0.370859      0.681882       1.08126       315.639
     0.371918      0.681828       1.09399       311.223
     0.389531      0.681026       1.09348       314.429
     0.674766      0.657344       1.09424       297.429
     0.674971      0.678259       1.09474       295.855
     0.686859      0.678251       1.09491       285.252
      0.68125      0.682195        1.0961       258.578
     0.851615       0.69496       1.06698       293.455
      0.37473      0.744159       1.06945       294.739
      0.38125      0.746392       1.06442       285.719
     0.387609      0.744785       1.06991       300.317
     0.371081      0.743295       1.08129       313.941
         0.39      0.743715        1.0814       316.079
     0.376167      0.797519       1.05867       285.138
         0.49      0.781252       1.06875       312.407
         0.51      0.781252       1.06875       307.096
     0.851549      0.768735       1.08023       297.501
     0.857842      0.768096       1.08646       314.091
     0.611531      0.967496       1.09431       301.703
      0.61875      0.977799       1.08904       281.552
     0.612987       0.97938       1.09446       292.207
     0.910959       1.01907       1.09329       307.678
      0.61875       1.08477       1.10309       298.878
     0.618728       1.13211       1.07961       263.425
     0.374729      0.679427        1.1045       300.353
      0.38125      0.676989        1.1091       290.489
     0.387085      0.679345       1.10449       300.395
     0.674864      0.680897       1.14252       296.722
     0.686974      0.681018       1.14259       291.459
     0.374786       0.73285       1.12964       297.184
      0.49513      0.726461       1.12765       313.765
     0.490164      0.732721        1.1295       296.582
      0.50487      0.726461       1.12765       306.952
     0.509836      0.732721        1.1295       287.328
     0.675981      0.743019       1.14523       283.098
         0.49      0.781227       1.13125       310.668
         0.51      0.781227       1.13125       303.435
     0.795479      0.803731       1.12936       284.927
     0.804521      0.803731       1.12936       284.015
     0.387082      0.805538       1.11758       299.771
     0.681251      0.803488       1.12956       288.039
      0.67294      0.805858       1.14422       306.478
     0.675985      0.804895       1.13333       285.311
     0.686974      0.805472       1.13336       293.558
     0.310466      0.869574       1.14419       310.262
     0.310401      0.893476       1.13098       311.988
     0.688555      0.856409       1.11912       303.384
     0.671831      0.869009       1.13114       311.628
     0.673685      0.881726       1.14304       303.117
     0.688167      0.881628       1.14308       301.082
     0.790165      0.867726       1.11818       290.557
     0.610401      0.956094       1.13107       312.155
     0.795258       1.02469       1.10678        308.77
     0.612975       1.08287       1.10785       299.628
     0.672895       0.74382        1.1566       304.608
      0.67464      0.830731       1.19271       295.391
     0.687201      0.830621       1.19275       294.506
     0.795133       0.82567       1.19571       305.171
     0.804867       0.82567       1.19571       293.782
     0.674779      0.880251       1.15567       299.904
     0.687106      0.880307       1.15549       294.597
      0.68125      0.885073       1.15549       283.781
     0.790009      0.880492       1.16822       302.121
     0.809991      0.880492       1.16822       289.546
     0.490421       1.01644       1.17887       290.581
     0.509579       1.01644       1.17887       290.564
      0.61297       1.00789       1.17969       297.494
      0.61875       1.00852        1.1847       298.387
     0.795236       1.02617       1.17037       309.703
     0.790162       1.03233       1.16898       293.472
