#      face_x        face_y        face_z
      0.67376      0.645298       1.10793
         0.67       0.64407        1.1192
         0.69       0.64407        1.1192
         0.67      0.619054       1.13187
         0.67      0.606618       1.14405
     0.672158      0.606075       1.13185
         0.67      0.618813       1.14381
     0.688554      0.606164       1.13191
         0.69      0.618813       1.14381
      0.38125      0.667605       1.10796
     0.387282      0.667417       1.10301
     0.371928      0.692655       1.10662
     0.373829      0.692921       1.11852
      0.38125      0.685644       1.11895
     0.387448      0.692922       1.11849
     0.375476      0.694652       1.12952
      0.38125      0.689571       1.12915
     0.387199      0.695305       1.12865
     0.382896      0.695656       1.13455
     0.689083       0.66823       1.10673
         0.69      0.656357       1.11888
       0.6738      0.681175       1.11857
     0.674605      0.678866       1.10789
     0.687134      0.678869       1.10787
      0.68125      0.684039       1.10774
      0.68125      0.692937       1.12659
         0.67      0.668656       1.13113
     0.672026        0.6574       1.14477
         0.67      0.656215       1.13118
     0.673593       0.66889       1.14339
         0.69      0.656215       1.13118
     0.688712      0.668297       1.14236
     0.673027      0.681475       1.13138
     0.673034      0.693434        1.1442
     0.674928       0.69358       1.13246
     0.686911      0.693487        1.1324
     0.371914      0.731733       1.11862
     0.371693      0.744122       1.10655
     0.371693      0.731559       1.10605
     0.371886      0.744113        1.1183
     0.389765      0.731011       1.10608
     0.389364      0.744115       1.11826
     0.372069      0.719218       1.12894
     0.372267      0.704842       1.13033
         0.39      0.706741       1.12846
     0.381224      0.705891       1.13442
     0.375205      0.745683       1.14146
     0.372841      0.745442       1.13065
     0.388412      0.745441       1.13059
     0.490138      0.733246       1.11637
     0.509862      0.733246       1.11637
         0.67      0.706047       1.14432
     0.673985      0.704902       1.13317
     0.672097      0.719609        1.1441
     0.680508       0.71079       1.13416
     0.680526      0.718682       1.13847
     0.687232      0.704908       1.13317
      0.68861      0.719523       1.14415
     0.674451      0.730804       1.14602
      0.68125       0.73115       1.14125
     0.687267      0.730796       1.14603
      0.68125      0.749438       1.13355
     0.851136      0.730707       1.10403
     0.866147      0.729679       1.11002
         0.37      0.781119       1.11862
     0.371889      0.793769       1.10615
         0.37      0.781239       1.10624
     0.372839      0.793144       1.11829
         0.39      0.781239       1.10624
     0.388416      0.793144       1.11824
         0.37      0.780813       1.13091
     0.373759      0.791733       1.12961
     0.372189      0.781333       1.14401
     0.387449      0.791727       1.12958
         0.39      0.779795       1.14274
     0.380509        0.7903       1.13538
     0.381528      0.786245       1.14313
         0.49       0.76875       1.13125
         0.51       0.76875       1.13125
     0.680601      0.758195       1.12724
     0.682598      0.781716       1.12527
      0.68125      0.792282       1.13007
     0.672279      0.770007       1.13064
     0.672903      0.755533       1.14408
     0.673976      0.756419       1.13283
     0.670091      0.768843       1.14399
     0.687349      0.756418       1.13284
     0.689994      0.768843       1.14399
     0.673937      0.781767       1.13097
     0.671134      0.793814       1.14403
      0.67451      0.792402       1.13433
      0.67009        0.7812       1.14401
     0.687237      0.792406       1.13433
     0.689994        0.7812       1.14401
      0.79517       0.79935       1.11385
     0.318641      0.840697       1.11842
         0.31      0.846691       1.11875
     0.318803      0.840826       1.12974
         0.31      0.847035       1.12985
      0.31875      0.845623       1.13643
     0.319474      0.852281       1.14012
         0.39      0.818762       1.10606
     0.372194      0.832743       1.11981
     0.372069      0.844533       1.10678
         0.37      0.831113       1.10602
     0.375343      0.844235       1.11864
         0.39      0.831113       1.10602
      0.38845      0.842676       1.11744
     0.380502      0.826438       1.12788
     0.375682      0.831906       1.12943
     0.672178      0.833157       1.11934
     0.673457      0.844036       1.11934
     0.682769      0.843677       1.11402
      0.68125      0.850289       1.10806
     0.688819      0.843756       1.12054
     0.672896      0.817974       1.13182
     0.671894      0.818386       1.14371
     0.689762      0.818837       1.14383
         0.79        0.8191       1.11702
         0.79      0.831527       1.11803
         0.79      0.819087       1.12966
         0.79       0.83102       1.13046
         0.81      0.831527       1.11803
         0.81      0.819087       1.12966
         0.81       0.83102       1.13046
         0.31       0.88125       1.10626
     0.310384      0.893115       1.11826
         0.31      0.856947       1.13104
         0.31      0.881269       1.14374
         0.69      0.868981       1.10633
         0.67      0.856247       1.14375
     0.670954      0.856777       1.13091
     0.671921      0.868945       1.14369
       0.6897      0.856744       1.13094
     0.689315      0.868946       1.14369
     0.670932      0.881136       1.13126
     0.673593      0.893574       1.14367
         0.67      0.893627       1.13102
         0.69      0.893627       1.13102
     0.794908      0.879954       1.12601
         0.79      0.878573        1.1325
     0.795261      0.885974        1.1331
     0.805092      0.879954       1.12601
         0.81      0.878573        1.1325
     0.804739      0.885974        1.1331
     0.317214      0.928424       1.12649
     0.311581      0.905614        1.1307
         0.31      0.918236       1.14405
     0.310002      0.928709       1.14433
     0.318601      0.934788       1.14442
     0.494777       0.94644       1.12168
     0.617159      0.914054       1.14187
     0.611636      0.920678        1.1416
     0.610393      0.943539       1.13073
     0.611369      0.932148       1.14148
      0.68734      0.915172       1.10787
         0.69      0.905681       1.11881
     0.673937      0.916593       1.13071
     0.674172      0.905932       1.14432
         0.67      0.905668       1.13082
     0.675519      0.916156       1.14101
         0.69      0.905668       1.13082
     0.686171      0.916169       1.14104
         0.49      0.968886       1.11877
         0.49      0.981261       1.11875
         0.51      0.981261       1.11875
     0.610399      0.981266        1.1066
         0.61      0.993677       1.11882
         0.61      0.968815       1.14371
     0.917159      0.983091       1.11001
     0.911581      0.982345       1.10363
     0.490066       1.01805       1.11958
     0.490436       1.02904       1.12156
     0.495408       1.02828       1.11733
     0.495357       1.03915        1.1242
         0.49       1.03089       1.13155
     0.509564       1.02904       1.12156
     0.504592       1.02828       1.11733
     0.504643       1.03915        1.1242
         0.51       1.03089       1.13155
         0.61       1.04393       1.11896
         0.61       1.00622       1.13131
         0.61       1.01875       1.14376
     0.794676       1.02107       1.12122
     0.790154       1.03205         1.119
         0.79       1.02039       1.13256
     0.795031       1.01078       1.13396
     0.809846       1.03205         1.119
         0.81       1.02039       1.13256
      0.91875       1.03466       1.11391
     0.912623        1.0325       1.10432
     0.912529        1.0442       1.11761
     0.917193       1.04773       1.12689
     0.311573       1.08184       1.10604
     0.310391       1.09436       1.11902
      0.31875       1.07793       1.13098
     0.317291       1.07574       1.14386
         0.31       1.09415        1.1312
     0.311423       1.08272       1.14294
     0.610446       1.09411       1.11914
         0.61       1.09375       1.13126
         0.61       1.08125       1.14374
         0.79       1.06875       1.11875
         0.79       1.08117       1.13124
         0.81       1.08117       1.13124
     0.912494       1.07922       1.10581
      0.91875       1.08397       1.10538
      0.91274       1.05743       1.12895
      0.91875       1.05789       1.13481
     0.311589       1.14306       1.13061
     0.311581       1.13045       1.14302
     0.319492       1.14166       1.13649
     0.319492       1.13623       1.14165
     0.610006       1.13101       1.10617
      0.61269       1.13996       1.11744
         0.61       1.12877       1.14363
      0.61852       1.13475       1.14369
      0.61875       1.18406       1.10705
     0.612657       1.18285       1.10269
      0.61875       1.22859        1.1081
     0.612698       1.22945       1.10322
     0.617247       1.23903       1.10123
         0.67      0.594691       1.15578
     0.673912      0.584626       1.15598
     0.674048      0.594898       1.16833
     0.680502      0.584987       1.16046
     0.680507       0.58929       1.16655
     0.687214      0.584627       1.15599
     0.688368      0.594544       1.16697
         0.69       0.61868       1.15569
         0.69      0.606554       1.16592
     0.673853      0.630065       1.16668
      0.67216      0.644256       1.15608
         0.67      0.631003       1.15555
         0.69      0.631003       1.15555
     0.673762      0.693171       1.15624
     0.673903      0.694295       1.16866
      0.68125      0.687786       1.16897
     0.687349      0.694294       1.16863
      0.67529      0.694836       1.18002
      0.68125      0.690542        1.1792
     0.687349      0.696187       1.17995
     0.682792      0.697464       1.19157
     0.494864      0.721825        1.1658
         0.49      0.732838       1.16737
     0.494935      0.732385       1.20051
         0.51      0.732838       1.16737
     0.505065      0.732385       1.20051
         0.67       0.73125       1.16877
     0.671141      0.731712       1.15619
     0.670885       0.74402       1.16861
     0.689518      0.731666       1.15623
     0.689758      0.743986       1.16865
     0.381198      0.769514       1.15933
         0.39      0.768575       1.15332
     0.375469        0.7806       1.15488
     0.382906      0.779464       1.15974
     0.388393      0.779064       1.15366
     0.382842      0.784962       1.15372
         0.49      0.768761       1.18125
         0.49       0.78125       1.18125
         0.51      0.768761       1.18125
         0.51       0.78125       1.18125
         0.69      0.768757       1.15627
     0.689763      0.756438       1.16877
     0.670893      0.768348       1.18154
     0.671871      0.755657       1.19394
     0.670868      0.756036       1.18136
     0.671879      0.768247       1.19378
         0.69      0.756247       1.18124
     0.689593      0.768482        1.1937
     0.790819      0.784073       1.16974
     0.790857      0.784276       1.17857
     0.795567       0.78467        1.1842
     0.809181      0.784073       1.16974
     0.804948      0.785811       1.15966
     0.809143      0.784276       1.17857
     0.804433       0.78467        1.1842
         0.32      0.854563       1.19316
     0.319474       0.85322       1.18142
         0.49        0.8164       1.16903
     0.490196      0.815684       1.17997
     0.509804      0.815684       1.17997
     0.689761      0.818793       1.15626
         0.69       0.80625       1.16875
     0.671858      0.817724       1.18168
         0.67      0.806188       1.19366
         0.67      0.806246       1.18125
     0.672823      0.818317       1.19382
         0.69      0.806246       1.18125
     0.688426      0.818323        1.1938
     0.671867       0.83039       1.18143
      0.67202      0.843633        1.1928
         0.67      0.843778       1.18108
         0.69      0.843778       1.18108
         0.79      0.818914       1.18044
     0.794685      0.817531       1.18896
         0.79      0.831199        1.1813
         0.81      0.818914       1.18044
     0.805315      0.817531       1.18896
         0.81      0.831199        1.1813
     0.311414      0.858014       1.18034
         0.31      0.869286       1.19323
     0.673796      0.878959       1.16893
     0.673884      0.880254        1.1811
     0.673978      0.880552       1.19329
      0.68729      0.880552       1.19328
      0.68125      0.886873       1.19337
         0.79      0.868709       1.16877
         0.79      0.868753       1.18125
         0.81      0.868753       1.18125
       0.3112      0.929668       1.15652
     0.317312      0.936249       1.15606
     0.318753      0.941956        1.1626
     0.312445      0.942873       1.16892
         0.31      0.906253       1.18124
         0.31      0.918754       1.19375
     0.310001      0.943715        1.1814
         0.31      0.931247       1.19375
        0.495      0.921937       1.17263
     0.490471      0.932824       1.17062
     0.495327      0.932886       1.16555
         0.49      0.921679       1.18237
     0.495408      0.913457       1.18251
     0.509529      0.932824       1.17062
     0.504673      0.932886       1.16555
         0.51      0.921679       1.18237
     0.504592      0.913457       1.18251
      0.79558       0.92782       1.17811
      0.79077      0.928005       1.18398
      0.79581      0.932161        1.1844
      0.80442       0.92782       1.17811
      0.80923      0.928005       1.18398
      0.80419      0.932161        1.1844
     0.312766      0.979859       1.15939
     0.317286      0.989074       1.16115
     0.312741      0.991069       1.17044
     0.312423      0.990942       1.18097
     0.310288      0.981074       1.19372
         0.49      0.968837       1.16906
         0.49       0.98125       1.16875
         0.51       0.98125       1.16875
     0.612732       0.95854       1.17964
     0.619492      0.959732       1.18506
     0.618695      0.963797       1.19147
         0.61      0.970432       1.19048
     0.611235      0.993701        1.1807
     0.611472      0.982322        1.1918
     0.317277       1.01868       1.18928
      0.31138       1.01822       1.19568
     0.316352       1.03122       1.18873
         0.31       1.03125        1.1964
     0.490177       1.01771       1.16615
         0.61       1.04337       1.18038
     0.611601       1.03131       1.19146
     0.795045       1.02297       1.18485
     0.790146       1.03279       1.18227
     0.809854       1.03279       1.18227
       0.3114       1.08319       1.15692
     0.311883        1.0929       1.16906
         0.31       1.06905       1.19417
     0.311811       1.09216       1.18244
         0.31       1.08131       1.19392
      0.61046       1.08094        1.1561
         0.61       1.09391       1.16852
     0.617364       1.06293       1.17949
     0.611535       1.05551       1.18003
     0.619491       1.05386       1.18567
     0.618595       1.08825       1.18116
         0.61        1.0949       1.18018
         0.79       1.06875       1.16875
         0.79       1.08121       1.16876
         0.81       1.08121       1.16876
     0.611442       1.12907       1.15645
     0.617258       1.13541       1.15594
         0.61       1.10601       1.18034
     0.790494       1.11599       1.17082
     0.795526       1.11632       1.16468
     0.790452       1.11575       1.18027
     0.809548       1.11575       1.18027
     0.804937       1.11407       1.19013
      0.68125      0.702753       1.20462
     0.495317      0.726264       1.20793
     0.495149      0.725431       1.21878
         0.49      0.733759       1.21857
     0.495534      0.728069       1.22848
     0.490479      0.734025       1.22873
     0.495541      0.734098       1.23449
         0.51      0.733759       1.21857
     0.504466      0.728069       1.22848
     0.509521      0.734025       1.22873
     0.504459      0.734098       1.23449
         0.69      0.719468       1.20571
     0.675372      0.732478       1.22929
     0.674044      0.743657       1.22988
     0.687227      0.743657       1.22988
      0.68125      0.743756       1.23566
         0.49      0.768829       1.23075
         0.51      0.768829       1.23075
      0.68125      0.761374       1.21801
     0.687462      0.755526       1.21809
     0.672038      0.792384       1.20734
     0.673571      0.780993       1.20603
      0.67532      0.794197       1.21805
     0.682734       0.78386       1.21414
     0.688715      0.781665       1.20489
     0.687328      0.794736       1.21711
     0.675569      0.753599       1.22835
      0.68125      0.758396       1.22774
     0.686127      0.753625       1.22838
      0.68125      0.753193       1.23353
         0.49      0.818406        1.2188
     0.490425      0.828755          1.22
     0.495508      0.834662       1.22111
         0.49      0.818556       1.23118
     0.490066      0.830139       1.23154
     0.494706      0.836898       1.23022
     0.509575      0.828755          1.22
     0.504838      0.826101       1.21118
     0.504492      0.834662       1.22111
         0.51      0.818556       1.23118
     0.509934      0.830139       1.23154
     0.505294      0.836898       1.23022
     0.687462      0.818218       1.20563
     0.687178      0.806185       1.21866
     0.680508      0.851084       1.20363
     0.795018      0.827045       1.20705
     0.795207      0.824997       1.21838
         0.79      0.833555       1.21821
     0.795283      0.826535       1.22933
         0.79       0.83393       1.22859
     0.795166      0.833556       1.23535
         0.81      0.833555       1.21821
     0.804717      0.826535       1.22933
         0.81       0.83393       1.22859
     0.804834      0.833556       1.23535
     0.317275      0.881272       1.20997
     0.311357      0.881614       1.20396
      0.31875      0.899889       1.22884
     0.495167      0.895366       1.22642
     0.504833      0.895366       1.22642
     0.683478      0.868847       1.21148
         0.69      0.868474       1.20336
     0.675553      0.879931       1.20463
     0.682851      0.879231       1.20973
     0.687157      0.879524       1.20351
      0.68125      0.885083       1.20375
         0.79      0.868592       1.23111
         0.79      0.881303       1.23108
         0.81      0.868592       1.23111
         0.81      0.881303       1.23108
     0.312817       0.90678       1.22969
     0.319492       0.90832       1.23547
     0.319492      0.915032       1.24025
     0.312744      0.920339       1.24099
     0.310401       0.94363       1.23073
     0.312586      0.930985       1.24038
     0.495011      0.906152       1.22452
     0.494753      0.917384         1.223
     0.790009      0.930031       1.21881
         0.79      0.918754       1.23125
     0.809991      0.930031       1.21881
         0.81      0.918754       1.23125
     0.310289      0.981178       1.20622
         0.31      0.993746       1.21876
     0.310403      0.956235       1.23098
         0.31       0.96888       1.24358
         0.49      0.968807       1.21855
         0.49      0.981292       1.21878
         0.49      0.968602       1.23105
         0.51      0.981292       1.21878
         0.51      0.968602       1.23105
     0.795068      0.965331       1.22362
     0.795065      0.993685       1.22543
     0.790181      0.967819       1.23263
     0.804935      0.993685       1.22543
     0.809819      0.967819       1.23263
         0.31       1.03121       1.20666
     0.311669       1.04291       1.21728
     0.313643       1.02894       1.24238
      0.31875       1.03413       1.24179
     0.790319       1.01952       1.21916
     0.794949       1.01136       1.21828
     0.794766       1.00468       1.22437
     0.790318       1.01802       1.23118
     0.795005       1.04395       1.22423
     0.794792       1.03267       1.22509
     0.809682       1.01802       1.23118
     0.804995       1.04395       1.22423
     0.805358       1.02861       1.24587
     0.805208       1.03267       1.22509
     0.317244        1.0713       1.22691
         0.31       1.09429       1.23068
     0.790445       1.06761        1.2162
     0.312663       1.14054       1.23296
     0.310008       1.13067       1.24365
     0.495017      0.781205       1.24962
     0.504983      0.781205       1.24962
     0.495085      0.824479       1.25612
     0.494899      0.826188       1.26891
         0.49      0.832984       1.26876
         0.51      0.832984       1.26876
     0.505136      0.822622       1.28274
         0.49      0.867939       1.26863
     0.495019      0.874853       1.29383
     0.495009      0.875408       1.28146
     0.504981      0.874853       1.29383
     0.504991      0.875408       1.28146
         0.79      0.871052        1.2682
     0.795039      0.864308        1.2683
     0.790478      0.871643       1.27834
     0.795578       0.86596       1.27791
     0.795558      0.872113       1.28352
         0.79      0.881796       1.27893
     0.795001      0.881856       1.28547
     0.809522      0.871643       1.27834
     0.804422       0.86596       1.27791
     0.804442      0.872113       1.28352
         0.81      0.881796       1.27893
     0.804999      0.881856       1.28547
         0.49      0.919037       1.26661
     0.494875      0.932624       1.27718
         0.79      0.930789       1.26754
     0.790438      0.917523       1.27856
     0.795522      0.916271       1.28392
         0.81      0.930789       1.26754
     0.809562      0.917523       1.27856
     0.804478      0.916271       1.28392
         0.31      0.981269       1.25562
     0.312656       0.99269       1.26682
         0.49       0.97971       1.26628
     0.495076      0.989537        1.2658
         0.51       0.97971       1.26628
     0.505134      0.967199       1.27725
     0.795314      0.980579       1.26681
     0.790452      0.984334       1.26721
     0.809548      0.984334       1.26721
         0.79       1.03004       1.26921
     0.794777       1.04086       1.27029
         0.79        1.0308       1.28132
         0.81       1.03004       1.26921
     0.805223       1.04086       1.27029
         0.81        1.0308       1.28132
     0.310125       1.13076       1.25532
     0.490723      0.821587       1.31751
     0.495813      0.816929       1.31649
     0.495152      0.826409         1.342
         0.49      0.832401       1.33053
     0.504848      0.826409         1.342
         0.51      0.832401       1.33053
     0.490452      0.866374       1.31772
      0.79558       1.00377       1.31533
         0.79       1.01928       1.31749
         0.79        1.0308       1.31822
     0.791004       1.03102       1.32833
     0.796202       1.03119       1.33338
         0.81        1.0308       1.31822
     0.808996       1.03102       1.32833
     0.803798       1.03119       1.33338
         0.73       1.01832      0.718709
         0.73       1.00625      0.706265
         0.73       1.01826      0.706173
         0.73       1.00619       0.71874
         0.75       1.01826      0.706173
         0.75       1.00619       0.71874
         0.75       1.01832      0.718709
         0.73      0.918657      0.768658
         0.73      0.906243      0.756256
         0.73      0.918739      0.756262
         0.73      0.906244      0.768746
         0.75      0.918739      0.756262
         0.75      0.906244      0.768746
         0.75      0.918657      0.768658
         0.43      0.918768      0.818768
         0.43      0.906288      0.806445
         0.43       0.91876      0.806533
         0.43      0.906453      0.818723
         0.45       0.91876      0.806533
         0.45      0.906453      0.818723
         0.45      0.918768      0.818768
         0.43       1.06877      0.818427
         0.43        1.0562       0.80624
         0.43       1.06879      0.806191
         0.43       1.05625      0.818313
         0.45       1.06879      0.806191
         0.45       1.05625      0.818313
         0.45       1.06877      0.818427
         0.73       1.06874      0.818748
         0.73       1.05625      0.806267
         0.73       1.06874      0.806289
         0.73       1.05626      0.818748
         0.75       1.06874      0.806289
         0.75       1.05626      0.818748
         0.75       1.06874      0.818748
         0.73      0.868086      0.867812
         0.73      0.856198      0.856198
         0.73      0.868291      0.855982
         0.73      0.856273      0.868789
         0.75      0.868291      0.855982
         0.75      0.856273      0.868789
         0.75      0.868086      0.867812
         0.73       1.06874      0.868753
         0.73       1.05625       0.85625
         0.73       1.06873      0.856256
         0.73       1.05626      0.868747
         0.75       1.06873      0.856256
         0.75       1.05626      0.868747
         0.75       1.06874      0.868753
         0.91        1.1182       0.85635
         0.91       1.10622      0.868737
         0.37      0.668717      0.918703
         0.37      0.656755      0.906261
         0.37      0.668789      0.906248
         0.37      0.656731       0.91875
     0.373884      0.869202      0.918988
         0.37      0.855751       0.90625
     0.373907      0.869555      0.906213
         0.37      0.855745      0.918739
         0.73       0.86858      0.918953
         0.73      0.856292      0.906216
         0.73      0.868302      0.907221
         0.73      0.856223      0.918759
         0.75      0.868302      0.907221
         0.75      0.856223      0.918759
         0.75       0.86858      0.918953
         0.43      0.918315      0.918693
         0.43      0.906232       0.90623
         0.43      0.918384      0.906215
         0.43      0.906323      0.918606
         0.45      0.918384      0.906215
         0.45      0.906323      0.918606
         0.45      0.918315      0.918693
         0.61       1.06857      0.906415
         0.61       1.05625      0.918754
     0.611554       1.11844      0.906222
     0.610005        1.1062      0.918897
         0.91       1.16881      0.906474
         0.91       1.15624      0.918701
         0.37      0.618759      0.969044
         0.37      0.605931      0.957771
     0.372149      0.619823      0.956821
         0.37      0.606191      0.968963
         0.67      0.818647      0.968785
         0.67      0.806226      0.956258
         0.67      0.818435      0.956416
         0.67      0.806283      0.968681
         0.61      0.969235      0.956217
         0.61      0.959051      0.968411
         0.73      0.968924      0.968524
         0.73      0.956837      0.956669
         0.73      0.968883       0.95672
         0.73      0.956863      0.968417
         0.75      0.968883       0.95672
         0.75      0.956863      0.968417
         0.75      0.968924      0.968524
         0.43       1.11873      0.968743
         0.43       1.10625      0.956257
         0.43       1.11874      0.956247
         0.43       1.10625       0.96875
         0.45       1.11874      0.956247
         0.45       1.10625       0.96875
         0.45       1.11873      0.968743
         0.61       1.16818      0.956371
         0.61        1.1562      0.968745
         0.67      0.718278       1.01857
         0.67       0.70623       1.00624
     0.671094      0.719575       1.00558
         0.67      0.706202        1.0187
         0.81       1.01873        1.0188
         0.31       1.06875       1.00626
         0.31       1.05626       1.01874
         0.43       1.06875       1.01875
         0.43       1.05626       1.00627
         0.43       1.06875       1.00626
         0.43       1.05625       1.01874
         0.45       1.06875       1.00626
         0.45       1.05625       1.01874
         0.45       1.06875       1.01875
         0.91       1.16806       1.00647
         0.91        1.1562       1.01876
         0.37       0.66875       1.06875
     0.370002      0.656292       1.05625
         0.37      0.668746       1.05626
         0.37      0.656293       1.06875
         0.67      0.668416       1.06866
         0.67       0.65639       1.05611
         0.67      0.668534       1.05616
         0.67      0.656654       1.06846
         0.37      0.718677        1.0688
         0.37      0.706219       1.05631
         0.37      0.718457       1.05646
         0.37      0.706242       1.06875
         0.51      0.968734       1.06883
         0.81       1.06873       1.06874
         0.31       1.11833       1.05632
         0.31       1.10623       1.06876
         0.91       1.11868        1.0562
         0.91       1.10622        1.0687
         0.61       1.16833       1.05745
     0.610001       1.15645       1.06887
         0.37      0.718817       1.11832
         0.37       0.70632       1.10617
         0.37      0.718764       1.10621
         0.37      0.706517       1.11815
         0.37      0.768739       1.11874
         0.37       0.75625       1.10625
         0.37      0.768748       1.10625
         0.37       0.75626       1.11874
         0.51       0.76875       1.11875
         0.31      0.868867       1.10631
         0.31      0.856871       1.11875
     0.611274       1.06943       1.10644
         0.61       1.05631       1.11884
         0.91       1.06847       1.10602
         0.91        1.0566       1.11788
     0.610013       1.11889       1.10655
         0.61       1.10628       1.11883
         0.67      0.718783       1.16876
         0.67      0.706445       1.15626
         0.67      0.718702       1.15648
         0.67      0.706716       1.16862
         0.51      0.768755       1.16875
         0.81      0.818808       1.16856
         0.67      0.868342        1.1687
         0.67      0.856231       1.15624
      0.67107      0.868976       1.15584
         0.67       0.85622       1.16874
         0.31      0.918509       1.15635
         0.31      0.906243       1.16875
         0.61       1.11819       1.15613
         0.61       1.10615       1.16854
         0.51       0.76875       1.21871
         0.81      0.868765       1.21871
         0.31        1.0187       1.20665
         0.31       1.00623       1.21876
         0.81      0.918685        1.2683
         0.51      0.968274       1.26753
         0.81       1.01849       1.26888
         0.25      0.894164      0.681263
         0.25      0.883443       0.69375
         0.25      0.883461      0.681279
         0.25      0.905836      0.681263
         0.25      0.916557       0.69375
         0.25      0.916539      0.681279
         0.73       1.01836      0.681801
         0.73       1.00634      0.693887
         0.73        1.0065      0.681824
         0.73        1.0183      0.693792
         0.55      0.743413        0.7316
         0.55      0.731325      0.743734
         0.55      0.731178      0.731393
         0.25      0.883423       0.70625
         0.25      0.894082      0.718789
         0.25        0.8832      0.718752
         0.55       0.85631      0.731768
         0.55      0.868553      0.743849
         0.55      0.868356      0.731781
         0.73      0.881355      0.731761
         0.73      0.893752      0.743792
         0.73      0.893682      0.731755
         0.73      0.881284      0.743801
         0.73      0.918288      0.732461
         0.73       0.90622      0.743839
         0.73      0.906185      0.731698
         0.73       0.91862      0.744014
         0.73      0.981438      0.731337
         0.73       0.99374      0.743735
         0.73      0.993792      0.731271
         0.73      0.981348       0.74381
         0.55      0.731513      0.756122
         0.55       0.74381      0.768729
     0.550744      0.730934      0.769278
         0.25      0.781859      0.756622
         0.25      0.793834      0.768757
         0.25      0.781724      0.768818
         0.25       0.83123       0.75633
         0.25      0.843634      0.768665
         0.25      0.831239      0.768753
         0.55      0.831287      0.756318
         0.55      0.843754      0.768744
         0.55      0.831264      0.768737
         0.73      0.831764      0.781659
         0.73       0.84379      0.793776
         0.73      0.843846       0.78145
         0.73      0.831624      0.793821
         0.55      0.893743       0.78127
         0.55       0.88125       0.79375
         0.55      0.881246      0.781257
         0.73      0.868746      0.781246
         0.73      0.856254      0.793757
         0.73      0.856266      0.781292
         0.73      0.868751      0.793751
         0.55      0.906211      0.781289
         0.55      0.918556      0.793802
         0.55      0.918379      0.781328
         0.73      0.931161      0.768567
         0.73      0.943674      0.756178
         0.73      0.931202      0.756255
         0.73      0.943542      0.767778
         0.25       0.98125       0.75629
         0.25      0.993739      0.768755
         0.25      0.981251      0.768751
         0.43      0.968733      0.781678
         0.43      0.956296      0.793811
         0.43      0.956406      0.781837
         0.43      0.968742      0.793828
         0.43       1.03124      0.781269
         0.43       1.04372      0.793767
         0.43       1.04361      0.781369
         0.43       1.03125      0.793752
         0.73       1.03114      0.781477
         0.73       1.04373      0.793818
         0.73       1.04368      0.781598
         0.73       1.03137      0.793667
         0.55      0.693874      0.831471
         0.55      0.681566       0.84404
     0.550948      0.681048      0.831538
         0.55      0.706351      0.831373
         0.55      0.718728      0.843752
         0.55      0.718749      0.831271
         0.85      0.706466      0.831317
         0.85      0.718753      0.843723
         0.85      0.718771      0.831258
         0.25       0.78121      0.806216
         0.25      0.793746      0.818746
         0.25      0.781283      0.818797
     0.372158      0.781217      0.831075
         0.37      0.793719      0.843882
         0.37      0.793729      0.831959
         0.37      0.781424      0.843966
         0.39      0.793729      0.831959
         0.39      0.781424      0.843966
         0.85      0.781329      0.806447
         0.85      0.793758      0.818753
         0.85      0.781273      0.818802
         0.85       0.79375      0.831251
         0.85      0.781244      0.843733
         0.85      0.781253      0.831255
         0.73      0.818768       0.83129
         0.73       0.80639      0.843674
         0.73      0.806355      0.831439
         0.73       0.81876      0.843753
         0.73      0.831246      0.831246
         0.73      0.843749      0.843749
         0.73      0.843751       0.83125
         0.73      0.831251      0.843751
         0.85       0.84372       0.83126
         0.85       0.83125      0.843749
         0.85      0.831252      0.831261
         0.73      0.881157      0.818657
         0.73      0.893687       0.80618
         0.73      0.881246      0.806243
         0.73       0.89362      0.818551
         0.43      0.918774       0.83125
         0.43      0.906436      0.843798
         0.43      0.906536      0.831251
         0.43      0.918768      0.843756
         0.43      0.931249       0.83125
         0.43        0.9437      0.843723
         0.43      0.943754      0.831254
         0.43      0.931242      0.843745
         0.55      0.943741      0.831256
         0.55       0.93125       0.84375
         0.55      0.931247      0.831255
         0.25      0.981263       0.80625
         0.25       0.99375       0.81875
         0.25      0.981262      0.818749
         0.43      0.981252      0.818739
         0.43      0.993751      0.806261
         0.43      0.981248      0.806261
         0.43      0.993752      0.818744
         0.91      0.958697      0.831379
         0.91       0.96898      0.843827
     0.910464      0.993978      0.831235
         0.91      0.981267      0.843762
         0.91       1.04371      0.831327
         0.91       1.03125      0.843751
         0.73       1.08116       0.81874
         0.73       1.09313      0.806473
         0.73       1.08111      0.806384
         0.73       1.09326      0.818807
         0.91       1.09373      0.831314
         0.91       1.08125      0.843755
         0.43       1.13126      0.818784
         0.43       1.14383      0.806367
         0.43       1.13133      0.806456
         0.43       1.14364      0.818624
         0.43       1.11874      0.831214
         0.43       1.10646      0.843605
         0.43       1.10631      0.831258
         0.43       1.11881      0.843775
         0.91       1.10594      0.831459
         0.91       1.11805      0.843998
         0.85      0.643748      0.881261
         0.85      0.631362      0.893546
         0.85      0.631284      0.881189
         0.37      0.668862        0.8813
         0.37       0.65681      0.893845
         0.37      0.656951      0.881497
         0.37      0.668797      0.893756
         0.39      0.656951      0.881497
         0.39      0.668797      0.893756
         0.55      0.681364      0.856247
         0.55      0.693793      0.868735
         0.55      0.681245      0.868791
