#      face_x        face_y        face_z           CO2
     0.748539      0.857538      0.756497       277.029
     0.557814      0.747833      0.853327        310.45
     0.257991       0.96662      0.855041       278.321
     0.257794       0.96429      0.903364       309.517
     0.612926       1.00811      0.954911       296.239
     0.312852       1.05816        1.0564       294.613
     0.313318      0.859674       1.15537       288.288
     0.311458       1.05658       1.20625       302.801
     0.557745       0.89419       0.75114       307.525
     0.251533      0.842823      0.793507       294.349
     0.550632      0.844108      0.793936       302.617
     0.742187      0.851435      0.754611       287.197
     0.551473      0.893068      0.757303       294.124
     0.257843       0.95084       0.79388       310.565
     0.251533      0.957177      0.793507       294.336
     0.442011       1.09369      0.804892       279.426
     0.257841      0.750643      0.845653       310.874
         0.85      0.743755       0.84373        299.08
      0.25152      0.757168      0.845171        294.86
     0.387032      0.757376      0.845008       290.694
     0.742189      0.813446      0.804762       299.385
     0.742168      0.886074      0.841342        307.02
      0.25152       1.04283      0.845171       294.878
     0.387025      0.695481      0.857748       292.661
     0.551509      0.742262      0.855498       293.716
     0.257991       0.83338      0.855041       278.326
     0.850606      0.844184      0.892693       292.229
     0.442181      0.937768       0.89121       316.423
     0.912805      0.943511      0.857973       287.759
     0.913038       1.14399       0.89569       283.462
     0.387023      0.644593      0.944683       286.613
     0.556871      0.699653      0.945171       305.819
     0.687042      0.694287      0.945339       275.005
     0.550766       0.70684      0.943642       296.774
     0.387144       0.75756      0.905371       290.405
     0.557779      0.794387      0.952241       310.242
     0.257794       0.83571      0.903364       309.557
     0.851527      0.844176      0.903931       287.546
     0.910977       1.14409      0.943675       292.453
     0.911692       1.15509      0.943849       288.634
     0.386903      0.654712      0.993903       285.899
     0.688563      0.656299      0.994548       287.614
     0.551473      0.744246      0.993007       294.262
     0.689601      0.706093      0.956533       291.147
     0.857767      0.740785       1.00021       305.803
     0.551516       0.79322      0.958079       295.375
     0.687072      0.693273        1.0423       274.208
     0.851544      0.741663       1.00668       291.966
     0.611332       1.14507       1.04367       293.629
     0.611317        1.1553       1.04358       295.704
     0.687085      0.657312       1.09436       274.289
     0.495292      0.751244       1.05703       300.963
     0.386886      0.796112       1.05931        286.26
     0.912882       1.09175        1.0922       286.703
     0.611731       1.14388       1.09284       297.052
     0.912894       1.14246       1.05465       290.017
     0.686519      0.743018       1.14523       272.693
     0.689295      0.806348       1.14399       297.973
     0.495328      0.950399        1.1065       309.933
     0.612945      0.944867       1.14287       283.637
     0.310628       1.09398       1.10627       311.062
     0.612617       1.14314       1.10383       297.032
     0.688924      0.743857       1.15656        291.22
     0.795272      0.891955       1.16268        309.35
     0.804728      0.891955       1.16268       307.687
     0.311411      0.992369        1.1939       303.505
     0.311756       1.05676       1.19506        297.92
     0.312502      0.894726       1.20545       298.614
     0.795214      0.863849       1.24574       303.386
     0.804786      0.863849       1.24574       299.738
     0.313066      0.945485       1.24198       295.253
     0.795272      0.935403       1.20719       305.827
     0.804728      0.935403       1.20719       304.031
     0.311597      0.957384       1.24295       303.712
     0.266289      0.916437       0.76047       313.905
         0.75      0.968454       0.75598       290.092
     0.748267      0.968768      0.766286       279.589
     0.748463       1.01788       0.75756        262.37
     0.749356       1.00581      0.768134       270.451
     0.748562      0.819898      0.806476       277.073
      0.91875       1.00324      0.815161       282.735
     0.912967       1.00533      0.819908       287.532
     0.566202       0.74779      0.853612       309.711
     0.266189      0.966621      0.855045       277.588
     0.257861      0.763981      0.917751       308.486
     0.374667      0.757497      0.905367       297.737
     0.566241      0.760954      0.916255       308.665
     0.374928      0.807347      0.917673       289.099
     0.266201       0.96437      0.903532       308.488
      0.91875       1.01894      0.893224       250.568
      0.67188      0.705903      0.956575        304.42
     0.612941        1.0586      0.966908       295.085
         0.45       1.01863       1.00653       304.186
     0.804767       1.05631       1.02612       307.822
      0.31875       1.10848       1.01627        278.14
     0.312817       1.10405       1.01797       292.718
     0.449391       1.10475       1.01903       294.608
     0.617247       1.11711      0.997424       282.021
     0.910705       1.11886       1.00633       294.906
     0.374779      0.805665       1.11755       297.025
     0.672711      0.856324       1.11909       302.239
     0.809835      0.867726       1.11818        285.25
      0.31875      0.910704       1.11883       279.703
     0.312877      0.904916       1.11853       292.968
     0.610629      0.968756       1.10635       304.951
     0.804742       1.02469       1.10678       300.614
      0.91875       1.01967       1.10631       224.071
     0.913654       1.01959       1.10289       258.797
      0.31875       1.07766       1.11786       283.776
      0.61875       1.14844       1.10274       292.544
     0.671711      0.818751       1.16879       308.868
     0.804764       1.02617       1.17037       301.224
      0.31875       1.07682       1.16841       273.443
     0.674715      0.768605       1.20505       292.398
     0.505086      0.924693       1.21678       301.122
         0.81      0.918227       1.21834       281.438
     0.313691       1.05609       1.21647       285.402
     0.557801      0.783913      0.752575       309.103
     0.566195      0.783994      0.752597       305.219
