#      face_x        face_y        face_z           CO2
     0.748539      0.857538      0.756497       299.684
     0.557814      0.747833      0.853327       317.895
     0.257991       0.96662      0.855041       285.717
     0.257794       0.96429      0.903364       317.594
     0.612926       1.00811      0.954911       303.985
     0.312852       1.05816        1.0564       301.904
     0.313318      0.859674       1.15537       295.901
     0.311458       1.05658       1.20625       307.702
     0.557745       0.89419       0.75114       314.903
     0.251533      0.842823      0.793507        302.35
     0.550632      0.844108      0.793936       313.612
     0.742187      0.851435      0.754611       313.015
     0.551473      0.893068      0.757303       302.445
     0.257843       0.95084       0.79388       317.283
     0.251533      0.957177      0.793507       302.096
     0.442011       1.09369      0.804892       286.479
     0.257841      0.750643      0.845653       319.536
         0.85      0.743755       0.84373       319.796
      0.25152      0.757168      0.845171       304.949
     0.387032      0.757376      0.845008       300.088
     0.742189      0.813446      0.804762       314.176
     0.742168      0.886074      0.841342       321.125
      0.25152       1.04283      0.845171       304.894
     0.387025      0.695481      0.857748       300.897
     0.551509      0.742262      0.855498       301.227
     0.257991       0.83338      0.855041        286.02
     0.850606      0.844184      0.892693       313.791
     0.442181      0.937768       0.89121       324.796
     0.912805      0.943511      0.857973       304.258
     0.913038       1.14399       0.89569       300.042
     0.387023      0.644593      0.944683       296.092
     0.556871      0.699653      0.945171       310.605
     0.687042      0.694287      0.945339       295.455
     0.550766       0.70684      0.943642       301.365
     0.387144       0.75756      0.905371       296.647
     0.557779      0.794387      0.952241       315.898
     0.257794       0.83571      0.903364       317.542
     0.851527      0.844176      0.903931        305.99
     0.910977       1.14409      0.943675       310.241
     0.911692       1.15509      0.943849       304.795
     0.386903      0.654712      0.993903       296.699
     0.688563      0.656299      0.994548       298.077
     0.551473      0.744246      0.993007       298.544
     0.689601      0.706093      0.956533       304.544
     0.857767      0.740785       1.00021       313.395
     0.551516       0.79322      0.958079       300.928
     0.687072      0.693273        1.0423        293.71
     0.851544      0.741663       1.00668        299.18
     0.611332       1.14507       1.04367       302.841
     0.611317        1.1553       1.04358       304.509
     0.687085      0.657312       1.09436       296.461
     0.495292      0.751244       1.05703       309.192
     0.386886      0.796112       1.05931       297.375
     0.912882       1.09175        1.0922       299.683
     0.611731       1.14388       1.09284       307.715
     0.912894       1.14246       1.05465       300.656
     0.686519      0.743018       1.14523       288.682
     0.689295      0.806348       1.14399       300.534
     0.495328      0.950399        1.1065       316.043
     0.612945      0.944867       1.14287        301.55
     0.310628       1.09398       1.10627        319.35
     0.612617       1.14314       1.10383       306.111
     0.688924      0.743857       1.15656       288.905
     0.795272      0.891955       1.16268       320.324
     0.804728      0.891955       1.16268       319.808
     0.311411      0.992369        1.1939       311.641
     0.311756       1.05676       1.19506       302.133
     0.312502      0.894726       1.20545       307.467
     0.795214      0.863849       1.24574       312.867
     0.804786      0.863849       1.24574       312.325
     0.313066      0.945485       1.24198       303.131
     0.795272      0.935403       1.20719       312.943
     0.804728      0.935403       1.20719       312.414
     0.311597      0.957384       1.24295       311.956
     0.266289      0.916437       0.76047       319.618
         0.75      0.968454       0.75598       284.926
     0.748267      0.968768      0.766286       294.836
     0.748463       1.01788       0.75756       294.259
     0.749356       1.00581      0.768134       287.272
     0.748562      0.819898      0.806476       303.875
      0.91875       1.00324      0.815161       299.148
     0.912967       1.00533      0.819908       304.088
     0.566202       0.74779      0.853612        317.53
     0.266189      0.966621      0.855045       285.097
     0.257861      0.763981      0.917751        316.04
     0.374667      0.757497      0.905367       305.467
     0.566241      0.760954      0.916255        314.65
