#      face_x        face_y        face_z           CO2
     0.748539      0.857538      0.756497        276.91
     0.557814      0.747833      0.853327        310.45
     0.257991       0.96662      0.855041       278.323
     0.257794       0.96429      0.903364       309.518
     0.612926       1.00811      0.954911       296.244
     0.312852       1.05816        1.0564       294.622
     0.313318      0.859674       1.15537       288.286
     0.311458       1.05658       1.20625       302.798
     0.557745       0.89419       0.75114       307.519
     0.251533      0.842823      0.793507       294.353
     0.550632      0.844108      0.793936       302.632
     0.742187      0.851435      0.754611       286.018
     0.551473      0.893068      0.757303       294.122
     0.257843       0.95084       0.79388       310.567
     0.251533      0.957177      0.793507       294.339
     0.442011       1.09369      0.804892       279.422
     0.257841      0.750643      0.845653       310.875
         0.85      0.743755       0.84373       299.954
      0.25152      0.757168      0.845171       294.861
     0.387032      0.757376      0.845008       290.731
     0.742189      0.813446      0.804762       299.189
     0.742168      0.886074      0.841342       307.012
      0.25152       1.04283      0.845171       294.878
     0.387025      0.695481      0.857748       292.662
     0.551509      0.742262      0.855498       293.722
     0.257991       0.83338      0.855041       278.327
     0.850606      0.844184      0.892693       292.838
     0.442181      0.937768       0.89121       316.423
     0.912805      0.943511      0.857973        287.57
     0.913038       1.14399       0.89569       283.293
     0.387023      0.644593      0.944683       286.627
     0.556871      0.699653      0.945171       305.824
     0.687042      0.694287      0.945339         275.3
     0.550766       0.70684      0.943642       296.779
     0.387144       0.75756      0.905371       290.519
     0.557779      0.794387      0.952241       310.242
     0.257794       0.83571      0.903364       309.556
     0.851527      0.844176      0.903931       288.261
     0.910977       1.14409      0.943675       292.813
     0.911692       1.15509      0.943849       288.915
     0.386903      0.654712      0.993903        285.97
     0.688563      0.656299      0.994548        287.79
     0.551473      0.744246      0.993007       294.265
     0.689601      0.706093      0.956533       291.408
     0.857767      0.740785       1.00021       305.722
     0.551516       0.79322      0.958079       295.375
     0.687072      0.693273        1.0423       274.253
     0.851544      0.741663       1.00668       291.895
     0.611332       1.14507       1.04367       293.599
     0.611317        1.1553       1.04358       295.679
     0.687085      0.657312       1.09436       274.253
     0.495292      0.751244       1.05703       301.022
     0.386886      0.796112       1.05931       286.264
     0.912882       1.09175        1.0922       285.831
     0.611731       1.14388       1.09284       297.044
     0.912894       1.14246       1.05465       289.251
     0.686519      0.743018       1.14523       272.397
     0.689295      0.806348       1.14399       298.076
     0.495328      0.950399        1.1065       309.928
     0.612945      0.944867       1.14287       283.534
     0.310628       1.09398       1.10627       311.059
     0.612617       1.14314       1.10383       297.035
     0.688924      0.743857       1.15656       290.887
     0.795272      0.891955       1.16268       309.237
     0.804728      0.891955       1.16268       307.559
     0.311411      0.992369        1.1939         303.5
     0.311756       1.05676       1.19506       297.917
     0.312502      0.894726       1.20545        298.61
     0.795214      0.863849       1.24574       303.362
     0.804786      0.863849       1.24574       299.783
     0.313066      0.945485       1.24198       295.249
     0.795272      0.935403       1.20719       305.861
     0.804728      0.935403       1.20719       304.116
     0.311597      0.957384       1.24295       303.708
     0.266289      0.916437       0.76047       313.905
         0.75      0.968454       0.75598       289.418
     0.748267      0.968768      0.766286       279.238
     0.748463       1.01788       0.75756       261.272
     0.749356       1.00581      0.768134        267.28
     0.748562      0.819898      0.806476       276.717
      0.91875       1.00324      0.815161       282.611
     0.912967       1.00533      0.819908       287.429
     0.566202       0.74779      0.853612       309.706
     0.266189      0.966621      0.855045       277.589
     0.257861      0.763981      0.917751       308.486
     0.374667      0.757497      0.905367       297.745
     0.566241      0.760954      0.916255       308.659
     0.374928      0.807347      0.917673       289.089
     0.266201       0.96437      0.903532       308.489
      0.91875       1.01894      0.893224       250.368
      0.67188      0.705903      0.956575       304.424
     0.612941        1.0586      0.966908       295.092
         0.45       1.01863       1.00653       304.187
     0.804767       1.05631       1.02612       307.769
      0.31875       1.10848       1.01627       278.131
     0.312817       1.10405       1.01797       292.714
     0.449391       1.10475       1.01903       294.505
     0.617247       1.11711      0.997424       282.029
     0.910705       1.11886       1.00633       293.558
     0.374779      0.805665       1.11755       297.021
     0.672711      0.856324       1.11909       302.257
     0.809835      0.867726       1.11818       285.523
      0.31875      0.910704       1.11883         279.7
     0.312877      0.904916       1.11853       292.965
     0.610629      0.968756       1.10635       304.948
     0.804742       1.02469       1.10678       300.597
      0.91875       1.01967       1.10631       223.921
     0.913654       1.01959       1.10289       259.115
      0.31875       1.07766       1.11786       283.775
      0.61875       1.14844       1.10274       292.531
     0.671711      0.818751       1.16879       308.807
     0.804764       1.02617       1.17037       300.954
      0.31875       1.07682       1.16841        273.44
     0.674715      0.768605       1.20505       292.395
     0.505086      0.924693       1.21678       301.067
         0.81      0.918227       1.21834       282.257
     0.313691       1.05609       1.21647       285.399
     0.557801      0.783913      0.752575       309.034
     0.566195      0.783994      0.752597       305.137
     0.566207      0.894207      0.751151       308.693
     0.551481      0.732366      0.793432       292.341
     0.557769      0.726582      0.791968        308.36
     0.566169      0.726614      0.791879       305.759
     0.551562      0.782512      0.757904       292.298
         0.55      0.781558      0.768802       302.035
     0.550776      0.781011      0.780521       291.788
      0.55697      0.781685      0.787587       312.691
     0.551485      0.832127      0.792677        293.92
     0.733835      0.851465      0.754593        301.96
     0.250807       0.88138      0.754792       293.938
     0.266289      0.883563       0.76047       313.935
     0.550634      0.880991      0.756089       302.761
     0.266168       0.95085       0.79395       308.416
     0.433831      0.930896      0.788128        309.12
         0.25      0.968881      0.793725       309.128
     0.433817        1.0937      0.804893       279.247
      0.38125      0.696646      0.852673       302.853
      0.26619      0.750732      0.845453       308.834
     0.374796      0.757272       0.84501        296.64
